,Date,US,India,France,Brazil,Germany,United Kingdom,Italy,"Korea, South",Russia,Turkey,Japan,Spain,Vietnam,Australia,Argentina,Netherlands,Iran,Mexico,Colombia,Indonesia,Poland,Portugal,Ukraine,Austria,Taiwan*,Malaysia,Thailand,Israel,Greece,Belgium,Chile,Canada,Czechia,South Africa,Switzerland,Peru,Philippines,Denmark,Romania,Slovakia,Sweden,Iraq,China,Serbia,Bangladesh,Hungary,Singapore,Jordan,Georgia,New Zealand,Ireland,Pakistan,Kazakhstan,Norway,Morocco,Bulgaria,Finland,Croatia,Lithuania,Lebanon,Tunisia,Cuba,Slovenia,Bolivia,Guatemala,Costa Rica,United Arab Emirates,Belarus,Nepal,Ecuador,Uruguay,Mongolia,Panama,Latvia,Saudi Arabia,Azerbaijan,Paraguay,West Bank and Gaza,Sri Lanka,Bahrain,Kuwait,Dominican Republic,Burma,Estonia,Cyprus,Moldova,Venezuela,Egypt,Libya,Ethiopia,Honduras,Armenia,Qatar,Oman,Bosnia and Herzegovina,Kenya,North Macedonia,Zambia,Botswana,Albania,Luxembourg,Algeria,Montenegro,Kosovo,Nigeria,Zimbabwe,Mauritius,Uzbekistan,Mozambique,Brunei,Laos,Kyrgyzstan,Iceland,El Salvador,Afghanistan,Maldives,Trinidad and Tobago,Uganda,Namibia,Ghana,Jamaica,Cambodia,Rwanda,Cameroon,Malta,Angola,Barbados,Congo (Kinshasa),Senegal,Malawi,Cote d'Ivoire,Suriname,Eswatini,Guyana,Fiji,Belize,Madagascar,Sudan,Mauritania,Cabo Verde,Bhutan,Syria,Gabon,Burundi,Andorra,Seychelles,Papua New Guinea,Togo,Tanzania,Guinea,Bahamas,Lesotho,Haiti,Mali,Saint Lucia,Benin,Somalia,Congo (Brazzaville),Timor-Leste,Solomon Islands,Burkina Faso,San Marino,Liechtenstein,Grenada,Tajikistan,South Sudan,Equatorial Guinea,Djibouti,Samoa,Nicaragua,Dominica,Central African Republic,Monaco,Tonga,Gambia,Yemen,Vanuatu,Eritrea,Saint Vincent and the Grenadines,Niger,Antigua and Barbuda,Guinea-Bissau,Comoros,Sierra Leone,Liberia,Chad,Micronesia,Saint Kitts and Nevis,Sao Tome and Principe,Palau,Kiribati,Summer Olympics 2020,Diamond Princess,Winter Olympics 2022,Marshall Islands,Holy See,Antarctica,MS Zaandam,"Korea, North"
39,2022-01-25,873165,491127,130483,624129,116960,154872,144343,6620,320844,86299,18567,92376,37010,3299,119703,21747,132274,303776,132737,144247,104097,19661,106047,17116,851,31918,22057,8502,22852,28863,39543,32962,37080,94397,12635,204587,53598,3656,59632,17698,15693,24309,4849,13340,28256,41018,850,13102,14774,52,6087,29137,18403,1416,15201,32869,1894,13502,7790,9513,25999,8373,5798,20720,16285,7492,2224,5959,11667,34362,6339,2025,7609,4814,8924,8632,17054,5061,15330,1399,2488,4291,19310,2013,713,10566,5410,22431,5950,7280,10498,8032,637,4130,14136,5562,8266,3905,2565,3312,945,6516,2530,3002,3133,5316,822,1545,2161,98,529,2854,45,3862,7397,271,3335,3497,3924,1370,2609,3015,1433,1867,536,1891,277,1278,1933,2534,782,1247,1370,1148,779,622,1223,3411,934,392,3,2974,300,38,145,143,597,267,778,416,731,690,783,709,326,163,1335,371,122,2,353,108,73,207,125,137,181,189,0,219,49,109,46,0,347,1995,1,95,92,297,122,154,159,125,289,190,0,28,69,0,0,0,13,0,0,0,0,2,0
42,2022-01-26,877020,491700,130739,624717,117126,155218,144770,6654,321484,86487,18601,92591,37165,3390,120019,21760,132303,303776,133019,144254,104373,19703,106205,17129,851,31930,22076,8513,22970,28902,39547,33068,37092,94491,12649,204769,53664,3677,59726,17725,15768,24319,4849,13340,28273,41087,850,13124,14813,52,6136,29162,18415,1439,15237,32939,1894,13566,7809,9528,26051,8376,5813,20774,16294,7505,2228,5976,11672,34420,6368,2027,7645,4828,8927,8650,17112,5072,15346,1400,2489,4293,19310,2018,724,10587,5419,22460,5967,7292,10498,8033,638,4133,14185,5565,8285,3906,2565,3317,946,6526,2535,3002,3134,5321,822,1549,2163,98,533,2858,45,3866,7401,272,3347,3507,3937,1382,2615,3015,1434,1867,538,1892,277,1278,1937,2537,782,1252,1371,1154,791,624,1223,3411,937,393,3,2977,301,38,145,143,597,267,778,416,731,690,783,710,326,163,1335,371,122,2,366,109,73,207,125,137,182,189,0,220,51,109,46,0,347,2003,1,96,92,297,126,154,159,125,289,190,0,33,69,0,0,0,13,0,0,0,0,2,0
45,2022-01-27,879654,492327,131008,625390,117314,155561,145159,6678,322135,86661,18648,92767,37291,3477,120352,21777,132333,304308,133292,144261,104636,19744,106373,17144,851,31940,22098,8556,23083,28938,39594,33368,37114,94651,12666,204940,53736,3697,59797,17755,15778,24330,4849,13417,28288,41151,850,13142,14840,52,6136,29192,18430,1439,15270,33017,1919,13625,7821,9544,26096,8383,5827,20824,16317,7521,2232,5992,11687,34442,6389,2029,7656,4846,8929,8664,17176,5074,15369,1402,2490,4295,19310,2023,724,10600,5425,22496,5979,7303,10512,8035,640,4134,14243,5567,8312,3907,2580,3323,947,6539,2541,3008,3134,5324,822,1551,2164,98,534,2862,46,3871,7403,274,3358,3515,3947,1384,2617,3015,1436,1867,541,1893,277,1278,1939,2544,782,1256,1373,1156,791,624,1223,3422,940,393,3,2979,301,38,145,149,597,267,778,416,735,690,784,711,326,163,1335,371,122,5,366,109,73,210,125,137,182,189,0,220,51,110,46,0,347,2005,1,97,92,297,127,154,159,125,289,190,0,33,69,0,0,0,13,0,0,0,0,2,0
48,2022-01-28,883772,493198,131271,626170,117484,155840,145537,6712,322796,86871,18692,92966,37432,3632,120657,21788,132356,305240,133560,144268,104907,19788,106529,17154,851,31952,22126,8599,23195,28957,39620,33523,37145,94784,12679,205112,53801,3723,59857,17779,15855,24347,4849,13459,28308,41229,853,13157,14870,52,6136,29219,18454,1439,15300,33088,1942,13690,7838,9561,26132,8388,5835,20824,16343,7533,2234,6009,11697,34489,6411,2031,7680,4855,8931,8683,17212,5076,15386,1403,2492,4298,19310,2025,726,10621,5430,22522,5993,7311,10512,8035,641,4134,14310,5578,8338,3910,2580,3329,948,6545,2546,3012,3134,5333,822,1554,2165,98,538,2867,46,3877,7403,274,3372,3522,3962,1388,2635,3015,1438,1867,544,1893,277,1278,1941,2553,782,1257,1373,1156,798,625,1223,3422,945,395,4,2982,301,38,145,149,597,267,778,416,739,693,784,711,326,163,1335,371,122,5,366,109,73,210,125,137,182,189,0,220,51,110,46,0,347,2006,1,97,93,298,127,154,159,125,290,190,0,33,69,0,0,0,13,0,0,0,0,2,0
51,2022-01-29,884958,494091,131449,626870,117666,156136,145914,6732,323452,87045,18734,92966,37547,3718,120836,21797,132380,305762,133832,144285,105138,19827,106690,17172,851,31957,22145,8658,23275,28957,39653,33647,37168,94905,12680,205347,53871,3740,59932,17796,15855,24361,4849,13513,28329,41229,854,13174,14911,52,6136,29248,18454,1439,15328,33121,1942,13731,7851,9576,26229,8390,5846,20865,16373,7533,2239,6024,11703,34513,6436,2031,7698,4862,8933,8700,17231,5076,15400,1404,2494,4301,19310,2025,730,10635,5436,22566,5993,7327,10512,8041,645,4134,14310,5578,8362,3914,2580,3329,948,6555,2552,3012,3135,5333,822,1558,2167,98,538,2867,46,3884,7405,274,3381,3523,3963,1391,2635,3015,1438,1867,545,1894,278,1278,1941,2557,784,1260,1374,1165,798,625,1274,3422,949,395,4,2984,301,38,145,149,597,267,778,416,745,693,784,711,326,163,1335,371,122,5,366,109,73,210,125,137,182,189,0,220,51,110,46,0,347,2007,1,97,93,298,127,154,160,125,290,190,0,33,69,0,0,0,13,0,0,0,0,2,0
56,2022-01-30,885427,495050,131576,627150,117725,156222,146149,6755,324060,87234,18764,92966,37668,3760,120988,21800,132424,305893,134079,144303,105161,19856,106793,17192,851,31965,22157,8725,23372,28957,39684,33722,37184,95022,12684,205505,53891,3761,59984,17817,15855,24376,4849,13570,28363,41229,854,13193,14945,52,6136,29269,18454,1439,15362,33160,1942,13777,7869,9590,26229,8397,5857,20919,16379,7533,2240,6039,11735,34514,6459,2034,7716,4868,8936,8720,17231,5076,15420,1407,2496,4305,19310,2036,731,10635,5440,22604,6007,7331,10512,8046,645,4134,14310,5580,8383,3915,2580,3334,948,6566,2555,3012,3135,5337,822,1561,2170,98,544,2876,46,3891,7408,275,3395,3527,3967,1393,2650,3015,1438,1867,547,1895,279,1278,1944,2558,785,1260,1375,1166,798,625,1274,3422,953,395,4,2986,301,38,145,149,597,268,778,416,746,693,784,711,326,163,1335,371,122,5,366,109,73,210,125,137,182,189,0,220,51,110,46,0,347,2011,1,98,93,298,127,156,160,125,290,190,0,33,69,0,0,0,13,0,0,0,0,2,0
59,2022-01-31,888051,496242,131937,627589,117786,156280,146498,6772,324672,87416,18812,93225,37777,3835,121273,21809,132454,306091,134300,144320,105194,19905,106880,17207,851,31978,22173,8805,23500,29052,39721,33870,37209,95093,12708,205834,54003,3778,60025,17830,15855,24389,4849,13629,28394,41405,855,13217,14980,52,6136,29301,18508,1440,15400,33318,1990,13827,7889,9606,26288,8399,5866,20951,16385,7575,2243,6052,11743,34533,6479,2036,7716,4873,8940,8734,17321,5098,15441,1408,2497,4307,19310,2033,733,10642,5447,22635,6017,7337,10512,8053,645,4146,14447,5583,8409,3917,2581,3346,952,6579,2564,3015,3136,5338,822,1564,2173,98,547,2880,46,3899,7414,276,3404,3533,3967,1395,2658,3015,1440,1880,550,1895,280,1278,1946,2561,785,1263,1375,1168,801,625,1274,3441,953,396,4,2989,301,38,145,154,597,268,789,419,746,693,786,714,328,163,1335,371,122,9,366,109,73,210,125,137,182,189,0,220,51,110,47,0,362,2012,1,98,94,298,127,156,160,125,290,190,0,33,69,0,0,0,13,0,0,0,0,2,0
258,2022-02-01,891431,497975,132307,628356,117974,157401,146925,6787,325321,87614,18882,93633,37777,3905,121513,21827,132504,306920,134551,144348,105434,19968,107086,17223,851,31985,22185,8926,23608,29083,39733,34032,37243,95288,12723,205834,54054,3795,60122,17850,15961,24405,4849,13687,28425,41471,858,13235,15016,52,6136,29330,18528,1440,15435,33405,1990,13893,7905,9621,26362,8407,5880,21011,16401,7593,2248,6067,11752,34572,6513,2040,7752,4888,8941,8755,17386,5104,15474,1408,2499,4310,19310,2037,734,10666,5447,22683,6028,7343,10512,8056,647,4148,14498,5587,8444,3920,2581,3346,953,6593,2568,3021,3136,5350,822,1568,2174,98,551,2884,46,3908,7417,277,3412,3538,3969,1395,2663,3015,1444,1880,551,1895,281,1278,1949,2563,785,1267,1375,1171,801,629,1274,3442,956,396,4,2992,301,38,145,154,597,268,789,419,746,693,876,715,328,163,1335,371,122,12,371,109,73,210,125,137,182,189,0,220,51,110,47,0,364,2013,1,98,94,301,127,156,160,125,290,190,0,37,70,0,0,0,13,0,0,0,0,2,0
291,2022-02-02,895024,498983,132583,629301,118170,157936,147320,6812,325986,87831,18964,93857,37777,3987,121834,21840,132563,306920,134781,144373,105753,20024,107303,17236,851,31992,22207,8927,23721,29132,39742,34207,37281,95463,12749,206220,54097,3815,60242,17877,16028,24430,4849,13748,28461,41548,859,13248,15060,52,6228,29372,18547,1467,15464,33492,2012,13947,7925,9638,26362,8415,5893,21045,16421,7605,2251,6084,11764,34639,6540,2042,7752,4911,8943,8779,17426,5116,15492,1409,2501,4313,19310,2039,736,10691,5454,22735,6035,7346,10512,8060,649,4153,14555,5593,8470,3921,2581,3362,956,6604,2582,3027,3136,5352,822,1571,2180,98,553,2889,47,3914,7418,278,3423,3545,3973,1395,2675,3015,1444,1880,556,1895,282,1278,1949,2564,785,1271,1376,1176,809,629,1274,3533,959,396,4,2995,301,38,146,154,597,268,789,426,748,694,876,715,333,163,1335,371,122,15,371,109,73,211,125,137,182,189,0,221,51,110,48,0,364,2018,1,99,95,301,127,156,160,125,290,190,0,37,70,0,0,0,13,0,0,0,0,2,0
322,2022-02-03,897500,500055,132847,630301,118334,158264,147734,6836,326642,88064,19054,94040,38063,4073,122152,21854,132624,307493,135043,144411,106060,20077,107524,17252,851,32000,22228,9013,23833,29185,39824,34378,37325,95545,12768,206406,54168,3836,60353,17896,16100,24455,4849,13807,28494,41636,860,13271,15102,52,6228,29420,18570,1467,15515,33588,2041,13989,7941,9657,26496,8420,5912,21073,16446,7621,2253,6099,11778,34676,6579,2043,7788,4923,8947,8797,17476,5128,15515,1410,2503,4315,19310,2047,736,10718,5469,22780,6044,7353,10512,8065,651,4158,14603,5604,8494,3925,2585,3362,956,6618,2591,3032,3136,5357,822,1575,2180,98,558,2896,47,3921,7420,280,3433,3545,3973,1404,2677,3015,1444,1880,559,1896,283,1278,1950,2565,785,1274,1376,1176,809,629,1274,3588,962,396,4,2998,301,38,147,154,597,268,789,426,748,694,876,715,333,163,1335,371,122,21,372,109,74,211,125,137,182,189,0,221,51,110,48,0,364,2020,1,99,95,301,127,156,160,125,290,190,0,37,70,0,0,0,13,0,0,0,0,2,0
325,2022-02-04,901605,501114,133202,631265,118504,158520,148167,6858,327310,88312,19157,94040,38147,4154,122439,21862,132681,308829,135282,144453,106306,20127,107712,17273,851,32011,22250,9111,23927,29227,39867,34537,37363,95545,12779,206646,54214,3854,60450,17921,16180,24476,4849,13868,28524,41741,866,13288,15141,52,6228,29448,18600,1467,15540,33688,2058,14035,7956,9675,26548,8427,5933,21073,16470,7641,2258,6116,11794,34716,6606,2045,7813,4934,8950,8823,17476,5128,15544,1410,2505,4319,19310,2053,740,10734,5474,22819,6052,7355,10512,8075,652,4158,14672,5604,8533,3928,2585,3371,958,6631,2596,3033,3136,5357,822,1579,2183,98,562,2896,49,3927,7420,280,3448,3549,3974,1404,2687,3015,1445,1880,560,1896,286,1278,1953,2567,786,1274,1377,1179,811,629,1274,3588,962,396,4,3001,302,38,147,154,597,268,789,426,748,694,804,715,333,163,1335,371,122,21,372,109,74,211,125,137,182,189,0,221,51,110,48,0,364,2022,1,100,95,301,127,158,160,125,290,190,0,37,70,0,0,0,13,0,0,0,0,2,0
328,2022-02-05,902508,501979,133372,632095,118676,158781,148542,6873,328014,88533,19273,94040,38261,4200,122584,21874,132745,309417,135518,144497,106578,20171,107907,17297,851,32025,22271,9138,23999,29227,39930,34636,37410,95817,12782,206891,54214,3889,60560,17938,16180,24499,4849,13928,28560,41741,866,13300,15174,52,6228,29478,18600,1467,15575,33728,2058,14078,7974,9694,26612,8431,5959,21129,16495,7641,2262,6132,11803,34730,6625,2049,7813,4945,8953,8846,17558,5128,15572,1411,2508,4322,19310,2056,741,10755,5481,22877,6052,7356,10512,8081,652,4158,14672,5607,8549,3928,2585,3371,958,6640,2599,3037,3139,5362,822,1581,2183,98,565,2899,49,3933,7425,281,3454,3552,3977,1412,2691,3015,1446,1880,565,1896,286,1278,1955,2570,786,1279,1377,1180,811,629,1307,3588,964,396,4,3004,302,38,147,154,597,268,789,428,749,694,804,715,341,163,1335,371,122,25,372,109,74,211,125,137,182,189,0,221,51,110,48,0,364,2026,1,100,99,302,127,158,160,125,290,190,0,37,71,0,0,0,13,0,0,0,0,2,0
331,2022-02-06,902966,502874,133501,632514,118717,158856,148771,6886,328664,88734,19341,94040,38324,4248,122684,21883,132830,309546,135757,144554,106597,20222,108027,17314,851,32034,22291,9180,24094,29227,39987,34720,37449,95835,12786,206984,54526,3907,60642,17958,16180,24516,4849,13991,28589,41741,868,13320,15212,52,6228,29516,18600,1467,15593,33770,2058,14137,7991,9711,26679,8439,5975,21129,16501,7641,2264,6147,11814,34739,6637,2052,7844,4951,8954,8871,17605,5128,15595,1411,2510,4325,19310,2059,745,10768,5487,22936,6067,7363,10512,8086,652,4172,14672,5621,8578,3930,2585,3380,958,6646,2601,3043,3139,5362,822,1584,2183,98,569,2902,49,3942,7432,283,3460,3557,3980,1412,2694,3015,1446,1880,569,1896,286,1278,1956,2571,786,1283,1378,1181,811,629,1307,3588,967,397,4,3008,302,38,147,154,597,268,789,428,753,694,804,715,341,163,1335,371,122,25,372,109,74,211,125,137,182,189,0,221,51,110,48,0,364,2028,1,100,99,302,131,158,160,125,290,190,0,37,71,0,0,0,13,0,0,0,0,2,0
334,2022-02-07,906031,504062,133918,632946,118766,158903,149097,6922,329264,88970,19454,94570,38424,4302,122943,21890,132934,309752,135992,144636,106607,20258,108151,17339,851,32043,22303,9226,24210,29337,40060,34845,37478,96021,12808,207114,54538,3935,60723,17973,16180,24543,4849,14054,28627,41975,874,13347,15246,52,6228,29553,18660,1467,15617,33946,2095,14194,8007,9730,26693,8443,5990,21171,16509,7694,2265,6159,11827,34739,6656,2055,7844,4960,8957,8898,17653,5166,15621,1414,2511,4329,19310,2065,745,10776,5487,22993,6080,7373,10512,8097,652,4180,14800,5621,8599,3933,2593,3387,964,6654,2610,3051,3139,5362,841,1586,2183,98,574,2905,50,3952,7442,284,3467,3566,3980,1419,2698,3015,1447,1907,570,1896,286,1316,1956,2573,787,1285,1378,1182,813,630,1307,3604,969,398,4,3008,302,38,147,157,597,269,789,432,753,695,804,715,341,163,1340,375,122,37,372,109,74,211,125,137,182,189,0,221,51,110,48,0,364,2028,1,101,99,303,131,158,160,125,290,190,0,38,71,0,0,0,13,0,0,0,0,2,0
337,2022-02-08,909029,505279,134609,634118,118943,159218,149512,6943,329951,89211,19613,94931,38521,4373,123227,21892,133048,309884,136197,144719,106894,20302,108417,17358,851,32056,22320,9303,24322,29429,40087,34969,37549,96289,12865,207312,54621,3954,60916,17995,16244,24570,4849,14113,28670,42069,877,13382,15300,52,6228,29601,18672,1467,15657,34044,2097,14244,8016,9750,26824,8447,6012,21171,16527,7712,2269,6175,11838,34739,6676,2055,7886,4969,8959,8920,17704,5181,15656,1416,2513,4332,19310,2075,756,10803,5495,23053,6087,7385,10512,8102,653,4188,14856,5621,8624,3933,2593,3393,966,6667,2613,3053,3139,5366,841,1588,2185,98,577,2909,50,3960,7454,285,3486,3568,3982,1419,2699,3015,1447,1907,570,1896,288,1316,1956,2575,787,1288,1380,1185,813,631,1307,3632,969,398,4,3014,302,38,147,157,597,270,789,432,753,695,806,715,342,163,1340,375,122,37,375,109,74,211,125,137,182,189,0,221,53,110,48,0,364,2088,1,101,99,303,131,158,160,125,290,190,0,38,71,0,0,0,13,0,0,0,0,2,0
340,2022-02-09,912472,506520,134609,635421,119215,159501,149896,6963,330609,89477,19775,95213,38614,4422,123444,21901,133164,310627,136404,144784,107204,20354,108668,17384,851,32065,22344,9337,24410,29497,40111,35114,37612,96502,12890,207536,54690,3975,61092,18014,16358,24600,4851,14171,28703,42170,881,13409,15351,52,6291,29648,18693,1512,15698,34152,2126,14281,8040,9769,26889,8450,6028,21219,16542,7730,2273,6190,11852,34739,6696,2059,7898,4978,8962,8948,17751,5196,15692,1418,2514,4336,19310,2088,761,10837,5504,23110,6096,7397,10512,8108,653,4190,14897,5622,8658,3934,2593,3399,966,6678,2622,3058,3139,5367,841,1592,2186,98,583,2913,50,3967,7465,286,3495,3570,3984,1419,2706,3015,1449,1907,572,1896,289,1316,1956,2580,787,1291,1381,1188,816,631,1307,3758,971,398,4,3017,302,38,148,157,597,270,792,432,753,695,806,715,342,163,1340,375,122,40,375,109,74,212,125,137,182,189,0,222,53,110,49,0,365,2090,1,102,101,303,131,158,160,125,290,190,0,39,71,0,1,0,13,0,0,0,0,2,0
261,2022-02-10,915753,507177,135264,636338,119453,159713,150221,7012,331300,89741,19939,95606,38688,4479,123707,21917,133294,310627,136583,144858,107466,20401,108958,17400,851,32075,22364,9399,24507,29563,40273,35231,37660,96705,12915,207737,54783,4006,61231,18040,16395,24626,4852,14234,28744,42269,882,13431,15404,52,6291,29687,18716,1513,15727,34228,2141,14329,8051,9789,26941,8454,6049,21219,16577,7752,2278,6204,11864,34854,6710,2062,7909,4987,8965,8972,17801,5215,15723,1419,2517,4339,19310,2095,762,10866,5521,23172,6107,7407,10512,8123,655,4195,14938,5626,8686,3935,2597,3402,968,6690,2624,3062,3139,5373,841,1595,2188,98,584,2917,52,3975,7477,287,3501,3572,3988,1419,2708,3015,1449,1907,576,1897,291,1316,1956,2586,789,1294,1381,1188,816,631,1307,3764,971,398,5,3020,302,38,148,157,610,270,792,434,756,696,807,715,346,163,1340,375,122,50,375,110,74,212,125,137,182,189,0,222,53,110,49,0,365,2093,1,102,101,303,134,158,160,125,290,190,0,39,71,0,1,0,13,0,0,0,0,2,0
264,2022-02-11,918458,507981,135534,637467,119679,159909,150555,7045,332010,89994,20089,95995,38784,4543,123859,21940,133437,311554,136764,144958,107757,20442,109206,17419,851,32099,22387,9434,24609,29624,40370,35372,37712,96851,12932,207965,54854,4030,61363,18064,16501,24655,4852,14299,28771,42360,885,13456,15459,52,6291,29731,18736,1513,15747,34314,2170,14373,8070,9807,27004,8460,6059,21240,16611,7772,2283,6221,11878,34854,6729,2065,7926,5007,8969,8998,17844,5215,15754,1421,2518,4341,19310,2100,780,10893,5521,23233,6113,7417,10512,8145,656,4195,14984,5626,8705,3936,2597,3402,969,6703,2632,3064,3139,5374,841,1597,2188,98,588,2920,54,3982,7478,287,3507,3575,3991,1419,2720,3015,1449,1915,579,1898,291,1316,1956,2591,789,1298,1382,1190,819,631,1307,3764,971,398,5,3023,302,38,148,157,610,270,792,436,757,696,807,716,347,163,1340,375,123,53,375,110,74,213,125,137,182,189,0,222,53,111,49,0,365,2100,1,102,101,303,134,158,160,125,290,190,0,39,71,1,3,0,13,0,0,0,0,2,0
267,2022-02-12,919273,508665,135695,638346,119877,160076,150824,7081,332727,90266,20234,95995,38862,4593,123987,21955,133570,312697,136953,145065,108089,20492,109483,17447,851,32114,22412,9466,24679,29624,40464,35481,37765,96985,12933,208120,54930,4067,61520,18081,16501,24678,4855,14366,28791,42360,893,13477,15516,52,6291,29772,18736,1513,15766,34359,2170,14424,8092,9824,27065,8467,6074,21261,16627,7772,2284,6237,11882,34854,6744,2067,7938,5020,8971,9027,17844,5215,15777,1425,2519,4343,19310,2106,785,10924,5529,23292,6113,7421,10512,8157,656,4195,14984,5629,8736,3937,2597,3407,969,6715,2634,3068,3141,5374,841,1599,2189,98,591,2927,54,3989,7488,288,3519,3575,3993,1419,2738,3015,1450,1915,585,1898,295,1316,1956,2594,789,1298,1383,1190,819,631,1335,3831,972,400,5,3026,302,38,148,157,610,270,792,436,757,696,807,716,347,163,1340,375,123,53,375,110,74,213,125,137,182,189,0,222,53,111,49,0,365,2102,1,103,102,303,134,161,160,125,290,190,0,40,71,1,3,0,13,0,0,0,0,2,0
270,2022-02-13,919845,509011,135802,638673,119935,160128,151015,7102,333421,90542,20371,95995,38946,4604,124081,21964,133718,312697,137115,145176,108120,20530,109635,17479,851,32125,22436,9544,24754,29624,40558,35512,37820,96993,12936,208381,54930,4098,61601,18095,16501,24704,4855,14427,28819,42360,897,13508,15556,53,6291,29801,18736,1513,15781,34404,2170,14473,8122,9840,27119,8472,6081,21284,16637,7772,2285,6253,11892,34854,6756,2072,7950,5024,8973,9050,17905,5215,15808,1427,2520,4347,19310,2113,785,10940,5538,23292,6125,7424,10512,8167,656,4208,14984,5631,8747,3937,2597,3410,969,6729,2635,3074,3141,5374,841,1601,2189,98,594,2930,54,3994,7494,289,3526,3575,3993,1419,2739,3015,1450,1915,589,1898,299,1316,1957,2596,789,1299,1383,1190,819,631,1335,3831,972,400,5,3029,302,38,148,157,610,271,792,436,766,696,807,716,347,163,1340,375,124,58,375,110,74,213,125,137,182,189,0,222,53,111,49,0,365,2103,1,103,102,303,134,162,160,125,290,190,0,40,71,1,3,0,13,0,0,0,0,2,0
273,2022-02-14,923047,509358,136187,639151,119977,160164,151296,7163,334093,90808,20520,96596,39037,4664,124349,21973,133886,312819,137301,145321,108137,20565,109788,17511,851,32149,22462,9624,24836,29724,40666,35614,37873,97250,12963,208466,55094,4140,61676,18105,16501,24729,4857,14494,28838,42631,906,13532,15577,53,6291,29828,18781,1513,15802,34591,2214,14537,8142,9855,27119,8476,6099,21314,16643,7806,2287,6265,11900,35036,6778,2074,7950,5029,8974,9077,17964,5283,15844,1427,2521,4347,19311,2115,788,10962,5549,23409,6135,7426,10512,8186,658,4211,15096,5632,8768,3938,2603,3414,976,6744,2638,3076,3141,5374,841,1604,2189,98,597,2930,55,4002,7501,289,3531,3579,3995,1426,2750,3015,1452,1915,592,1898,299,1316,1957,2598,791,1303,1384,1196,820,632,1335,3831,973,400,5,3032,302,38,149,157,610,271,792,436,766,696,807,716,347,163,1340,375,124,61,375,110,74,213,125,137,182,189,0,222,53,113,50,0,365,2107,1,103,103,303,134,164,160,125,290,190,0,40,71,4,3,0,13,0,0,0,0,2,0
276,2022-02-15,925656,509872,136187,640076,120220,160400,151684,7202,334785,91117,20756,96906,39122,4726,124585,21987,134053,312965,137439,145455,108515,20620,110105,17534,852,32180,22489,9651,24917,29778,40698,35716,37991,97431,12975,208622,55146,4172,61880,18123,16579,24764,4860,14553,28872,42754,913,13554,15628,53,6390,29877,18796,1513,15820,34686,2215,14584,8178,9872,27145,8476,6122,21331,16661,7829,2288,6278,11902,35038,6794,2076,7970,5041,8975,9105,18027,5296,15874,1429,2522,4349,19314,2122,791,10982,5556,23465,6143,7428,10512,8201,658,4216,15127,5632,8793,3939,2603,3420,979,6753,2641,3078,3141,5374,841,1607,2189,98,598,2932,56,4011,7504,289,3535,3580,3995,1429,2750,3015,1452,1915,593,1899,302,1316,1957,2599,791,1303,1384,1199,820,632,1335,3831,973,400,5,3035,302,38,150,159,610,271,796,436,766,696,809,717,347,163,1345,375,124,65,375,110,75,214,125,137,182,189,0,222,54,113,50,0,365,2107,1,103,103,303,134,164,160,125,290,190,0,40,71,4,8,0,13,0,0,0,0,2,0
279,2022-02-16,928843,510413,136856,641096,120467,160599,151962,7238,335521,91388,20986,97350,39188,4797,124765,22005,134238,314128,137586,145622,108887,20666,110427,17570,852,32201,22516,9687,25001,29832,40735,35829,37991,97520,12979,208789,55223,4197,62063,18145,16716,24792,4863,14611,28887,42851,926,13585,15683,53,6399,29917,18807,1548,15833,34779,2242,14632,8199,9890,27233,8477,6137,21342,16679,7847,2289,6295,11905,35038,6820,2077,7987,5061,8977,9127,18079,5320,15899,1432,2524,4351,19318,2139,798,11009,5564,23519,6156,7429,10608,8229,658,4221,15162,5633,8829,3939,2603,3423,979,6762,2644,3081,3141,5379,878,1609,2189,98,602,2935,58,4019,7513,289,3535,3582,3996,1431,2755,3015,1452,1915,594,1899,305,1316,1957,2599,791,1304,1386,1202,823,633,1335,3831,973,400,5,3038,302,38,150,159,628,271,796,438,768,696,809,717,353,163,1345,375,124,68,375,110,75,214,125,137,182,189,0,223,55,113,50,0,365,2113,1,103,103,303,135,164,160,125,290,190,0,40,71,4,8,0,13,0,0,0,0,2,0
282,2022-02-17,931801,510905,137143,642156,120728,160785,152282,7283,336299,91646,21257,97710,39278,4833,124924,22022,134420,314598,137733,145828,109205,20708,110698,17601,852,32240,22538,9797,25095,29886,40936,35918,38050,97955,13003,208964,55330,4241,62188,18179,16768,24824,4874,14666,28907,42966,930,13608,15729,53,6402,29950,18836,1548,15855,34884,2265,14679,8213,9909,27295,8482,6152,21342,16709,7874,2290,6313,11911,35105,6838,2077,7993,5073,8978,9157,18116,5339,15926,1433,2525,4354,19319,2148,802,11041,5572,23580,6169,7430,10608,8253,660,4225,15232,5633,8851,3941,2608,3430,982,6772,2646,3086,3141,5381,878,1612,2189,98,602,2937,58,4027,7524,290,3549,3582,3997,1433,2769,3015,1454,1920,594,1899,307,1316,1958,2600,791,1307,1386,1203,823,633,1335,3831,975,400,5,3041,302,38,150,159,628,271,796,438,768,696,814,717,353,163,1345,375,125,74,375,110,75,214,125,137,182,189,0,223,57,113,50,0,365,2114,1,103,103,303,135,164,160,125,290,190,0,40,71,5,9,0,13,0,0,0,0,2,0
